token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
kaybetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,hayatýný,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,u4Yt5kVp3x,0,0,0.2,10,6.0,1.0,3.0,0.3,0.0,0.0,9
u4Yt5kVp3x,0,0,0.2,10,6.0,1.0,3.0,0.3,0.0,0.0,kaybetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,jROYktb0CA,0,0,0.5,10,3.5,2.0,1.0,0.1,0.0,0.0,5
jROYktb0CA,0,0,0.5,10,3.5,2.0,1.0,0.1,0.0,0.0,u4Yt5kVp3x,0,0,0.2,10,6.0,1.0,3.0,0.3,0.0,0.0,,0,0,0.15049140208251705,6,1.5519833506199439,2.2125200373885376,0.35863605386385494,0.09812017905910478,0.0013034539860057033,0.00013345169783196258,5
Çavuþoðlu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.14277462319985076,5,1.442113347316936,2.150684682301148,0.38154593894202476,0.11484861485631774,0.0007481292920431859,0.00010590836278909674,ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,10
ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Çavuþoðlu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,nin,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,5
Afrin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.1428009120275436,5,1.4423788809842748,2.1510806838998047,0.3816161922911211,0.1148697617196682,0.0007482670437080806,0.00010590836278909673,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Erdoðan,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Cumhurbaþkaný,1,0,0.07692307692307693,13,1.6,5.0,0.0,0.0,0.0,0.0,AK,1,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,10
görüþüyor,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,milletvekiliyle,0,0,0.0,15,1.5,6.0,0.0,0.0,0.0,0.0,ha0OnI8Ooe,0,0,0.3,10,0.3333333333333333,6.0,2.0,0.2,0.0,0.0,9
ha0OnI8Ooe,0,0,0.3,10,0.3333333333333333,6.0,2.0,0.2,0.0,0.0,görüþüyor,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,S1KBBdDjS6,1,0,0.6,10,8.0,0.0,2.0,0.2,0.0,0.0,5
S1KBBdDjS6,1,0,0.6,10,8.0,0.0,2.0,0.2,0.0,0.0,ha0OnI8Ooe,0,0,0.3,10,0.3333333333333333,6.0,2.0,0.2,0.0,0.0,,0,0,0.15051911178645416,6,1.552269114448082,2.2129274246169284,0.35870208885812194,0.09813824574646604,0.0013036939885809208,0.00013345169783196258,5
Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14282720569574975,5,1.4426444635438374,2.1514767584135037,0.3816864585758369,0.11489091247675157,0.0007484048207369349,0.00010590836278909675,bayraðýna,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,4
tutuklandý,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,paylaþmýþtý,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,N4FbhZXVvc,1,0,0.5,10,9.0,0.0,1.0,0.1,0.0,0.0,9
Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14285350420536044,5,1.442910095004626,2.1518729058556714,0.3817567377985538,0.11491206712828474,0.0007485426231344191,0.00010590836278909673,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
üniversiteye,0,0,0.0,12,1.0,6.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,kayyum,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,8
kayyum,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,üniversiteye,0,0,0.0,12,1.0,6.0,0.0,0.0,0.0,0.0,atandý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
atandý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,kayyum,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,l0rRYNE4AI,0,0,0.6,10,1.6666666666666667,3.0,2.0,0.2,0.0,0.0,9
QOXcG10ofm,1,0,0.4,10,3.0,2.0,2.0,0.2,0.0,0.0,çýktý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,ApfjaLM8sZ,1,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,5
ApfjaLM8sZ,1,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,QOXcG10ofm,1,0,0.4,10,3.0,2.0,2.0,0.2,0.0,0.0,,0,0,0.1505468265925279,6,1.5525549308933866,2.213334886856777,0.35876813601129043,0.09815631576041312,0.001303934035347369,0.00013345169783196258,5
Mehmed,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14287980755726717,5,1.4431757753756453,2.152269126239736,0.38182702996165424,0.11493322567498485,0.0007486804509052044,0.00010590836278909671,Bir,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,10
Cihan,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Bir,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,Fatihi,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,8
Fatihi,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Cihan,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,dizisinde,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,10
Kosova,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,dizisinde,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Muharebesi,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,8
Muharebesi,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,Kosova,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,nefesleri,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,9
kesti,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,nefesleri,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,xqkhaiUWom,0,0,0.2,10,1.5,4.0,0.0,0.0,0.0,0.0,9
CNNTURKSpor,1,0,0.7272727272727273,11,4.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.1429061157523615,5,1.4434415046659004,2.1526654195791286,0.3818973350675209,0.11495438811756907,0.0007488183040539625,0.00010590836278909674,Eczacýbaþý,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,7
Eczacýbaþý,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,CNNTURKSpor,1,0,0.7272727272727273,11,4.5,2.0,0.0,0.0,0.0,0.0,finale,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
finale,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Eczacýbaþý,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,çýktý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,9
çýktý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,finale,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,ZTlI77eg8w,1,0,0.3,10,2.5,2.0,3.0,0.3,0.0,0.0,9
Halk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.1429324287915352,5,1.4437072828843989,2.1530617858872816,0.38196765311853675,0.11497555445675478,0.0007489561825853662,0.00010590836278909673,otobüsünde,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,8
otobüsünde,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,Halk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,iðrenç,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,8
taciz,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Üniversitelileri,1,0,0.0625,16,1.0,8.0,0.0,0.0,0.0,0.0,edip,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,9
edip,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,taciz,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,mastürbasyon,0,0,0.0,12,2.0,4.0,0.0,0.0,0.0,0.0,9
Üsküdar,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1429587466756802,5,1.4439731100401498,2.1534582251776313,0.3820379841170856,0.11499672469325943,0.0007490940865040893,0.00010590836278909675,ýn,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Kanber,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,bakkal,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,amcasý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,10
Ýyilik,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,amcasý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Ödülleri,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,9
Ödülleri,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Ýyilik,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,töreninde,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,9
cnnturkrenk,0,0,0.0,11,4.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14298506940568861,5,1.4442389861421643,2.1538547374636146,0.38210832806555123,0.11501789882780065,0.0007492320158148065,0.00010590836278909674,Elon,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,4
Elon,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,cnnturkrenk,0,0,0.0,11,4.5,2.0,0.0,0.0,0.0,0.0,Musk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,10
Musk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,Elon,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,tan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,10
þaþýrtan,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,tan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,açýklama,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,9
WRUT17YhMW,1,0,0.7,10,7.0,1.0,2.0,0.2,0.0,0.0,þeytan,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,665AwZ1Ygo,0,0,0.3,10,2.0,2.0,4.0,0.4,0.0,0.0,5
665AwZ1Ygo,0,0,0.3,10,2.0,2.0,4.0,0.4,0.0,0.0,WRUT17YhMW,1,0,0.7,10,7.0,1.0,2.0,0.2,0.0,0.0,,0,0,0.1505745465016777,6,1.5528407999655451,2.213742424121895,0.35883419532559924,0.09817438910155847,0.0013041741263131851,0.00013345169783196258,5
Davutoðlu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.14301139698245266,5,1.4445049111994541,2.154251322758673,0.3821786849663182,0.11503907686109614,0.0007493699705221926,0.00010590836278909671,ÝBB,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,10
ÝBB,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Davutoðlu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Baþkanlýðý,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,10
verdi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,yanýt,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,wreN8VssOB,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,9
wreN8VssOB,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,verdi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,5HgvZEuEWk,0,0,0.5,10,2.0,3.0,1.0,0.1,0.0,0.0,5
5HgvZEuEWk,0,0,0.5,10,2.0,3.0,1.0,0.1,0.0,0.0,wreN8VssOB,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,,0,0,0.1506022715148432,6,1.5531267216742481,2.2141500364260973,0.3589002668032876,0.09819246577051471,0.0013044142614865074,0.00013345169783196258,5
Rus,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,Muhalif,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,iþ,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,10
Londra,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,adamý,0,0,0.0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,8
boðularak,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,öldürüldü,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,9
öldürüldü,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,boðularak,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,qHFtxxpECF,0,0,0.5,10,9.0,1.0,0.0,0.0,0.0,0.0,9
qHFtxxpECF,0,0,0.5,10,9.0,1.0,0.0,0.0,0.0,0.0,öldürüldü,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,gXE5rhLdep,0,0,0.3,10,3.5,2.0,1.0,0.1,0.0,0.0,5
gXE5rhLdep,0,0,0.3,10,3.5,2.0,1.0,0.1,0.0,0.0,qHFtxxpECF,0,0,0.5,10,9.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.15063000163296414,6,1.553412696029187,2.2145577237832,0.3589663504465952,0.09821054576789467,0.0013046544408754756,0.00013345169783196258,5
Genelkurmay,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,,0,0,0.14303772940686482,5,1.4447708852210341,2.1546479810762498,0.38224905482177146,0.11506025879386378,0.0007495079506309243,0.00010590836278909674,arþivinden,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,8
Çanakkale,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,arþivinden,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,Zaferi,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,9
Zaferi,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Çanakkale,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,fotoðraflarý,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,9
Bakanlýk,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,,0,0,0.14306406667981766,5,1.4450369082159191,2.15504471242979,0.3823194376342962,0.11508144462682161,0.0007496459561456788,0.00010590836278909673,harekete,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,8
Çiftlik,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,geçti,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Bank,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,7
Bank,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,Çiftlik,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,tan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,7
Çýlgýn,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,sýrada,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Tavuklar,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,7
Tavuklar,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Çýlgýn,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,var,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,7
yaptý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Kaza,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,yaralý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
kaçtý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,býrakýp,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,BGVyUAn87B,1,0,0.6,10,3.0,2.0,2.0,0.2,0.0,0.0,9
BGVyUAn87B,1,0,0.6,10,3.0,2.0,2.0,0.2,0.0,0.0,kaçtý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,wJa8dYBZfu,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,5
wJa8dYBZfu,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,BGVyUAn87B,1,0,0.6,10,3.0,2.0,2.0,0.2,0.0,0.0,,0,0,0.1506577368569805,6,1.553698723040056,2.2149654862070234,0.35903244625776193,0.09822862909431115,0.0013048946644882314,0.00013345169783196258,5
Afrin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14309040880220394,5,1.4453029801931272,2.1554415168327417,0.3823898334062782,0.11510263436068771,0.0007497839870711337,0.00010590836278909675,þehir,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,5
þehir,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Afrin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,merkezine,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,5
merkezine,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,þehir,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,5
Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,merkezine,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,bayraðý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
bayraðý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,asýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
asýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,bayraðý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,phnXbR5x0G,0,0,0.3,10,8.0,0.0,2.0,0.2,0.0,0.0,9
cnnturkrenk,0,0,0.0,11,4.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14311675577491656,5,1.4455691011616767,2.155838394298555,0.38246024214010366,0.11512382799618037,0.000749922043411968,0.00010590836278909674,Özcan,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,7
Özcan,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,cnnturkrenk,0,0,0.0,11,4.5,2.0,0.0,0.0,0.0,0.0,Deniz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,10
Deniz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Özcan,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,10
Feyza,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,Aktan,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,10
Aktan,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Feyza,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,evlendi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,10
evlendi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Aktan,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ýþte,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,9
Ýþte,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,evlendi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,8
ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Ýþte,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,fotoðraflar,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,9
kapatýlacak,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,yollar,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,TTGligsnAK,1,0,0.5,10,4.0,2.0,0.0,0.0,0.0,0.0,9
TTGligsnAK,1,0,0.5,10,4.0,2.0,0.0,0.0,0.0,0.0,kapatýlacak,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,vlaAnLnEfz,0,0,0.3,10,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,5
vlaAnLnEfz,0,0,0.3,10,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,TTGligsnAK,1,0,0.5,10,4.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.15068547718783246,6,1.5539848027165504,2.2153733237113884,0.3590985542390283,0.09824671575037713,0.0013051349323329171,0.00013345169783196258,5
Bahçelievler,1,0,0.08333333333333333,12,1.4,5.0,0.0,0.0,0.0,0.0,,0,0,0.1431431075988486,5,1.4458352711305889,2.1562353448406832,0.38253066383815926,0.11514502553401801,0.0007500601251728614,0.00010590836278909671,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
kundaklandý,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,araba,0,0,0.0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,UbarLpQJNT,1,0,0.6,10,4.0,2.0,0.0,0.0,0.0,0.0,9
Çanakkale,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.14316946427489333,5,1.4461014901088858,2.156632368472582,0.38260109850283214,0.11516622697491914,0.0007501982323584944,0.00010590836278909674,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,8
kapatýlacak,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,yollar,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,TTGligsnAK,1,0,0.5,10,4.0,2.0,0.0,0.0,0.0,0.0,9
TTGligsnAK,1,0,0.5,10,4.0,2.0,0.0,0.0,0.0,0.0,kapatýlacak,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,JGAnYdypP4,1,0,0.5,10,8.0,1.0,1.0,0.1,0.0,0.0,5
JGAnYdypP4,1,0,0.5,10,8.0,1.0,1.0,0.1,0.0,0.0,TTGligsnAK,1,0,0.5,10,4.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.1507132226264603,6,1.554270935068367,2.21578123631012,0.3591646743926352,0.09826480573670568,0.0013053752444176772,0.00013345169783196258,5
topladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,tek,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,ZkVakD0uaj,1,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0,9
ZkVakD0uaj,1,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0,topladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,VUxycewzS7,1,0,0.3,10,3.5,2.0,1.0,0.1,0.0,0.0,5
VUxycewzS7,1,0,0.3,10,3.5,2.0,1.0,0.1,0.0,0.0,ZkVakD0uaj,1,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0,,0,0,0.15074097317380453,6,1.5545571201052053,2.2161892240170453,0.35923080672082386,0.09828289905391002,0.0013056156007506578,0.00013345169783196258,5
Haluk,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,li,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Pekþen,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,10
ITIw8lCpVL,1,0,0.6,10,3.5,2.0,1.0,0.1,0.0,0.0,hile,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,TSYByEqQF2,1,0,0.7,10,8.0,1.0,1.0,0.1,0.0,0.0,5
TSYByEqQF2,1,0,0.7,10,8.0,1.0,1.0,0.1,0.0,0.0,ITIw8lCpVL,1,0,0.6,10,3.5,2.0,1.0,0.1,0.0,0.0,,0,0,0.15076872883080578,6,1.554843357836766,2.2165972868459933,0.35929695122583594,0.09830099570260342,0.0013058560013400062,0.00013345169783196258,5
CNNTURKKSanat,1,0,0.6923076923076923,13,3.3333333333333335,3.0,0.0,0.0,0.0,0.0,,0,0,0.14319582580394413,5,1.4463677581055914,2.1570294652077084,0.3826715461365097,0.11518743231960242,0.0007503363649735484,0.00010590836278909673,Eski,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,4
evlenirse,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,salonda,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,NGzbmgpvN8,1,0,0.3,10,9.0,0.0,1.0,0.1,0.0,0.0,9
NGzbmgpvN8,1,0,0.3,10,9.0,0.0,1.0,0.1,0.0,0.0,evlenirse,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.1507964895984049,6,1.5551296482727512,2.217005424810796,0.35936310790991366,0.09831909568339935,0.001306096446193871,0.00013345169783196258,5
CNNTURKSpor,1,0,0.7272727272727273,11,4.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14322219218689455,5,1.4466340751297317,2.1574266350595233,0.38274200674158,0.11520864156878666,0.0007504745230227058,0.00010590836278909675,Beþiktaþ,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,7
Beþiktaþ,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,CNNTURKSpor,1,0,0.7272727272727273,11,4.5,2.0,0.0,0.0,0.0,0.0,ýn,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
18,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.14324856342463843,5,1.4469004411903337,2.15782387804149,0.38281248032043125,0.11522985472319079,0.0007506127065106495,0.00010590836278909674,Mart,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,3
